Year,date,Dependent,D_type,Speaker1,Governor,G_type,Speaker2,RelationType,long_date
1988,25 09,I favor the death penalty,Claim,BUSH,I think they ought to pay with their life,Claim,BUSH,Support,25-09-1988
1988,25 09,I favor the death penalty,Premise,BUSH,when a narcotics wrapped up guy goes in and murders a police officer,Claim,BUSH,Support,25-09-1988
1988,25 09,I do believe it would be inhibiting,Claim,BUSH,I favor the death penalty,Claim,BUSH,Support,25-09-1988
1988,25 09,I do believe it would be inhibiting,Claim,BUSH,I think they ought to pay with their life,Claim,BUSH,Support,25-09-1988
1988,25 09,It was the only one in the nation that furloughed murderers who had not served enough time to be eligible for parole,Premise,BUSH,the Massachusetts furlough program was unique,Premise,BUSH,Support,25-09-1988
1988,25 09,It was the only one in the nation that furloughed murderers who had not served enough time to be eligible for parole,Claim,BUSH,The federal program doesn't do that,Premise,BUSH,Attack,25-09-1988
1988,25 09,It was the only one in the nation that furloughed murderers who had not served enough time to be eligible for parole,Claim,BUSH,No other state programs do that,Premise,BUSH,Attack,25-09-1988
1988,25 09,I think they ought to pay with their life,Premise,BUSH,when a narcotics wrapped up guy goes in and murders a police officer,Claim,BUSH,Support,25-09-1988
1988,25 09,I think most people know my position on the sanctity of life,Claim,BUSH,we have a fundamental difference on this one,Claim,BUSH,Support,25-09-1988
1988,25 09,I am not going to furlough men like Willie Horton,Premise,BUSH,they didn't want him to be furloughed again,Claim,BUSH,Support,25-09-1988
1988,25 09,I am not going to furlough men like Willie Horton,Premise,BUSH,"I would meet with their, the victims of his last escapade, the rape and the brutalization of the family down there in Maryland",Claim,BUSH,Support,25-09-1988
1988,25 09,they didn't want him to be furloughed again,Premise,BUSH,"the man who was furloughed, the murderer",Premise,BUSH,Support,25-09-1988
1988,25 09,"the man who was furloughed, the murderer",Premise,BUSH,Maryland would not extradite Willie Horton,Premise,BUSH,Support,25-09-1988
1988,25 09,I favor adoption,Claim,BUSH,I think most people know my position on the sanctity of life,Claim,BUSH,Support,25-09-1988
1988,25 09,I do not favor abortion,Claim,BUSH,I favor adoption,Claim,BUSH,Attack,25-09-1988
1988,25 09,there's got to be some penalties to enforce the law,Premise,BUSH,I haven't sorted out the penalties,Claim,BUSH,Support,25-09-1988
1988,25 09,there's got to be some penalties to enforce the law,Premise,BUSH,once that illegality is established,Claim,BUSH,Support,25-09-1988
1988,25 09,there's got to be some penalties to enforce the law,Premise,BUSH,we can come to grips with the penalty side,Claim,BUSH,Support,25-09-1988
1988,25 09,there's got to be some penalties to enforce the law,Premise,BUSH,whatever they may be,Claim,BUSH,Support,25-09-1988
1988,25 09,there's got to be some penalties to enforce the law,Claim,DUKAKIS,I think what the vice president is saying is that he's prepared to brand a woman a criminal for making this decision,Claim,BUSH,Attack,25-09-1988
1988,25 09,there's got to be some penalties to enforce the law,Claim,DUKAKIS,I would hope by this time that Mr. Bush had sorted out this issue and come to terms with it as I have,Claim,BUSH,Attack,25-09-1988
1988,25 09,As I've seen abortions sometimes used as a birth control device,Claim,BUSH,"no, I'm for the sanctity of life",Premise,BUSH,Attack,25-09-1988
1988,25 09,See the millions of these killings accumulate,Claim,BUSH,"no, I'm for the sanctity of life",Premise,BUSH,Attack,25-09-1988
1988,25 09,See the millions of these killings accumulate,Premise,BUSH,As I've seen abortions sometimes used as a birth control device,Premise,BUSH,Support,25-09-1988
1988,25 09,"no, I'm for the sanctity of life",Premise,BUSH,once that illegality is established,Claim,BUSH,Support,25-09-1988
1988,25 09,"no, I'm for the sanctity of life",Claim,BUSH,it's evolving in favor of life,Claim,BUSH,Support,25-09-1988
1988,25 09,once that illegality is established,Premise,BUSH,we can come to grips with the penalty side,Premise,BUSH,Support,25-09-1988
1988,25 09,once that illegality is established,Claim,DUKAKIS,I think what the vice president is saying is that he's prepared to brand a woman a criminal for making this decision,Premise,BUSH,Attack,25-09-1988
1988,25 09,We certainly do,Claim,BUSH,this is one where you can have an honest difference of opinion,Claim,BUSH,Attack,25-09-1988
1988,25 09,this is one where you can have an honest difference of opinion,Premise,BUSH,See the millions of these killings accumulate,Claim,BUSH,Support,25-09-1988
1988,25 09,it's evolving in favor of life,Claim,BUSH,it's much clearer for me now,Claim,BUSH,Support,25-09-1988
1988,25 09,it's evolving in favor of life,Premise,BUSH,it's continuing to evolve,Claim,BUSH,Support,25-09-1988
1988,25 09,it's evolving in favor of life,Premise,BUSH,"yes, my position has evolved",Claim,BUSH,Support,25-09-1988
1988,25 09,it's much clearer for me now,Premise,BUSH,Sometimes people feel a little uncomfortable talking about this,Claim,BUSH,Support,25-09-1988
1988,25 09,"I have had a couple of exceptions that I support - rape, incest and the life of the mother",Claim,BUSH,it's evolving in favor of life,Claim,BUSH,Attack,25-09-1988
1988,25 09,it's continuing to evolve,Premise,BUSH,"yes, my position has evolved",Premise,BUSH,Support,25-09-1988
1988,25 09,let them come to birth,Premise,BUSH,everybody should make the extraordinary effort to take these kids that are unwanted and sometimes aborted,Premise,BUSH,Support,25-09-1988
1988,25 09,then put them in a family where they will be loved,Premise,BUSH,let them come to birth,Premise,BUSH,Support,25-09-1988
1988,25 09,I favor adoption,Premise,BUSH,then put them in a family where they will be loved,Claim,BUSH,Support,25-09-1988
1988,25 09,everybody should make the extraordinary effort to take these kids that are unwanted and sometimes aborted,Premise,BUSH,if we can get this law changed,Premise,BUSH,Support,25-09-1988
1988,25 09,I think what the vice president is saying is that he's prepared to brand a woman a criminal for making this decision,Premise,DUKAKIS,It's as simple as that,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,I think what the vice president is saying is that he's prepared to brand a woman a criminal for making this decision,Claim,DUKAKIS,he's prepared to brand a woman a criminal for making this choice,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,"This is a very, very difficult and fundamental decision that all of us have to make",Premise,DUKAKIS,"I don't think it's enough to come before the American people who are watching us tonight and say, well, I haven't sorted it out",Premise,DUKAKIS,Support,25-09-1988
1988,25 09,"what he is saying, if I understand him correctly",Premise,DUKAKIS,"This is a very, very difficult and fundamental decision that all of us have to make",Premise,DUKAKIS,Support,25-09-1988
1988,25 09,he's prepared to brand a woman a criminal for making this choice,Premise,DUKAKIS,"what he is saying, if I understand him correctly",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,"I think that's the right approach, the right decision",Claim,DUKAKIS,I think it has to be the woman in the exercise of her own conscience and religious beliefs that makes that decision,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,I would hope by this time that Mr. Bush had sorted out this issue and come to terms with it as I have,Claim,DUKAKIS,"I think that's the right approach, the right decision",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,"I don't think it's enough to come before the American people who are watching us tonight and say, well, I haven't sorted it out",Claim,DUKAKIS,I would hope by this time that Mr. Bush had sorted out this issue and come to terms with it as I have,Premise,DUKAKIS,Attack,25-09-1988
1988,25 09,I respect his right to disagree with me,Claim,DUKAKIS,I would hope by this time that Mr. Bush had sorted out this issue and come to terms with it as I have,Premise,DUKAKIS,Support,25-09-1988
1988,25 09,I respect his right to disagree with me,Premise,DUKAKIS,"I think it's important that we have a position, that we take it",Premise,DUKAKIS,Attack,25-09-1988
1988,25 09,"I think it's important that we have a position, that we take it",Claim,DUKAKIS,I would hope by this time that Mr. Bush had sorted out this issue and come to terms with it as I have,Premise,DUKAKIS,Attack,25-09-1988
1988,25 09,we state it to the American people,Premise,DUKAKIS,"I think it's important that we have a position, that we take it",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,I think that part of it is the crime infested neighborhoods,Premise,BUSH,"The neighborhood, the kind of environment people are growing up in, and that leads me to the programs I'm talking about in terms of education",Claim,BUSH,Support,25-09-1988
1988,25 09,I think that part of it is the crime infested neighborhoods,Premise,BUSH,do not erode out of the system the thousand points of light,Claim,BUSH,Attack,25-09-1988
1988,25 09,I think that part of it is the crime infested neighborhoods,Premise,BUSH,I think they understand my commitment to helping them in the neighborhoods,Claim,BUSH,Support,25-09-1988
1988,25 09,I think that part of it is the crime infested neighborhoods,Claim,BUSH,that's why I'm a strong believer in trying to control crimes in the neighborhood,Claim,BUSH,Support,25-09-1988
1988,25 09,I think that part of it is the crime infested neighborhoods,Premise,BUSH,why I was so pleased to be endorsed by the policemen on the beat,Claim,BUSH,Support,25-09-1988
1988,25 09,it's a combination of these things,Premise,BUSH,"The neighborhood, the kind of environment people are growing up in, and that leads me to the programs I'm talking about in terms of education",Claim,BUSH,Support,25-09-1988
1988,25 09,it's a combination of these things,Premise,BUSH,"so much of it is, gets into a whole other phase of things",Claim,BUSH,Support,25-09-1988
1988,25 09,it's a combination of these things,Premise,BUSH,do not erode out of the system the thousand points of light,Claim,BUSH,Attack,25-09-1988
1988,25 09,it's a combination of these things,Claim,BUSH,maybe we're going to have to enforce more on the states in terms of Medicaid taking care of these,Claim,BUSH,Support,25-09-1988
1988,25 09,it's a combination of these things,Claim,BUSH,I think that part of it is the crime infested neighborhoods,Claim,BUSH,Support,25-09-1988
1988,25 09,it's a combination of these things,Claim,DUKAKIS,I must have been living through a different eight years then the ones the vice president's been living through,Claim,BUSH,Attack,25-09-1988
1988,25 09,"The neighborhood, the kind of environment people are growing up in, and that leads me to the programs I'm talking about in terms of education",Premise,BUSH,"so much of it is, gets into a whole other phase of things",Premise,BUSH,Support,25-09-1988
1988,25 09,I'm for Head Start and moving that up,Premise,BUSH,do not erode out of the system the thousand points of light,Claim,BUSH,Support,25-09-1988
1988,25 09,I'm for Head Start and moving that up,Premise,BUSH,I've already made a proposal,Claim,BUSH,Support,25-09-1988
1988,25 09,I'm for Head Start and moving that up,Premise,BUSH,"the programs like cities and schools, the work that Barbara Bush is doing so people can learn to read in this country and then go on and break this cycle of poverty",Claim,BUSH,Support,25-09-1988
1988,25 09,I'm for Head Start and moving that up,Claim,DUKAKIS,I must have been living through a different eight years then the ones the vice president's been living through,Claim,BUSH,Attack,25-09-1988
1988,25 09,my fundamental philosophy is give local and state government as much control as possible,Premise,BUSH,"That might be the explanation, if you tell me the program",Claim,BUSH,Support,25-09-1988
1988,25 09,maybe we're going to have to enforce more on the states in terms of Medicaid taking care of these,Claim,BUSH,my fundamental philosophy is give local and state government as much control as possible,Claim,BUSH,Attack,25-09-1988
1988,25 09,maybe we're going to have to enforce more on the states in terms of Medicaid taking care of these,Claim,BUSH,"I think part of the answer to this haunting of these children that are out there and suffering lies in extension of Medicaid, to challenge the states",Claim,BUSH,Support,25-09-1988
1988,25 09,I do strongly support the WIC program,Claim,BUSH,I think it is good,Claim,BUSH,Support,25-09-1988
1988,25 09,the fact that I don't think the federal government can endorse a $35 billion program does not mean I have less compassion than the person who endorses such a program,Claim,BUSH,these are the combination of things I want,Premise,BUSH,Attack,25-09-1988
1988,25 09,"yes, it will cost some money",Claim,BUSH,I favor that,Claim,BUSH,Support,25-09-1988
1988,25 09,"yes, it will cost some money",Premise,BUSH,I've already made a proposal,Claim,BUSH,Support,25-09-1988
1988,25 09,these are the combination of things I want,Claim,BUSH,I favor that,Claim,BUSH,Support,25-09-1988
1988,25 09,these are the combination of things I want,Claim,BUSH,I'm for Head Start and moving that up,Claim,BUSH,Support,25-09-1988
1988,25 09,these are the combination of things I want,Claim,BUSH,it's a combination of these things,Claim,BUSH,Support,25-09-1988
1988,25 09,"the programs like cities and schools, the work that Barbara Bush is doing so people can learn to read in this country and then go on and break this cycle of poverty",Premise,BUSH,The people that are out there trying to help these kids,Premise,BUSH,Support,25-09-1988
1988,25 09,do not erode out of the system the thousand points of light,Premise,BUSH,The people that are out there trying to help these kids,Premise,BUSH,Support,25-09-1988
1988,25 09,do not erode out of the system the thousand points of light,Premise,BUSH,"the programs like cities and schools, the work that Barbara Bush is doing so people can learn to read in this country and then go on and break this cycle of poverty",Premise,BUSH,Support,25-09-1988
1988,25 09,do not erode out of the system the thousand points of light,Claim,DUKAKIS,I don't know what that means,Premise,BUSH,Attack,25-09-1988
1988,25 09,do not erode out of the system the thousand points of light,Premise,DUKAKIS,"Being haunted, a thousand points of light",Premise,BUSH,Attack,25-09-1988
1988,25 09,I must have been living through a different eight years then the ones the vice president's been living through,Premise,DUKAKIS,"this administration has cut and slashed and cut and slashed programs for children, for nutrition, for the kinds of things that can help these youngsters to live better lives",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,I must have been living through a different eight years then the ones the vice president's been living through,Premise,DUKAKIS,It's cut federal aid to education,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,I must have been living through a different eight years then the ones the vice president's been living through,Premise,DUKAKIS,it's cut Pell grants and loans to close the door to college opportunity on youngsters all over this country,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,"these are the ways that you help families, you help youngsters to live better lives, and more decent lives",Claim,DUKAKIS,That's just one example of how you can save money and improve the quality of life at the same time.,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,"these are the ways that you help families, you help youngsters to live better lives, and more decent lives",Premise,DUKAKIS,"In my own state, for example, we now have that universal health care system, which the vice president opposes",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,"these are the ways that you help families, you help youngsters to live better lives, and more decent lives",Premise,DUKAKIS,I know the private sector is,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,"these are the ways that you help families, you help youngsters to live better lives, and more decent lives",Premise,DUKAKIS,"Were ready to go to work at the state and local level, all of us",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,they're still resisting,Claim,DUKAKIS,That's the way you help people,Claim,DUKAKIS,Attack,25-09-1988
1988,25 09,they're still resisting,Premise,DUKAKIS,It's taken months and months and months to get Mr. Bush and the administration to support that legislation,Claim,DUKAKIS,Attack,25-09-1988
1988,25 09,"that, too, is a major difference between the vice president and me",Claim,DUKAKIS,That's the way you help people,Claim,DUKAKIS,Attack,25-09-1988
1988,25 09,"that, too, is a major difference between the vice president and me",Premise,DUKAKIS,It's taken months and months and months to get Mr. Bush and the administration to support that legislation,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,help those youngsters,Premise,DUKAKIS,The 50 governors of this nation have proposed to the Congress that we help those families to get off of welfare,Premise,DUKAKIS,Support,25-09-1988
1988,25 09,The 50 governors of this nation have proposed to the Congress that we help those families to get off of welfare,Premise,DUKAKIS,"We have a great many people, hundreds of thousands of people living on public assistance in this country",Premise,DUKAKIS,Support,25-09-1988
1988,25 09,help their mothers to become independent and self-sufficient,Premise,DUKAKIS,help those youngsters,Premise,DUKAKIS,Support,25-09-1988
1988,25 09,It's taken months and months and months to get Mr. Bush and the administration to support that legislation,Premise,DUKAKIS,help their mothers to become independent and self-sufficient,Premise,DUKAKIS,Support,25-09-1988
1988,25 09,"Being haunted, a thousand points of light",Claim,DUKAKIS,I don't know what that means,Premise,DUKAKIS,Attack,25-09-1988
1988,25 09,I know what's happened over the course of the past eight years,Claim,DUKAKIS,I know what strong political leadership is,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,These programs have been cut and slashed and butchered,Claim,DUKAKIS,I know what's happened over the course of the past eight years,Claim,DUKAKIS,Attack,25-09-1988
1988,25 09,These programs have been cut and slashed and butchered,Claim,DUKAKIS,they've hurt kids all over this country,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,Welfare reform is one way to do it,Premise,DUKAKIS,you could improve the lives of families and youngsters and save money at the same time,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,Welfare reform is one way to do it,Premise,DUKAKIS,that mother and her kids don't lose their health benefits when she goes to work,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,Welfare reform is one way to do it,Premise,DUKAKIS,"If we invest in job training, in child care for those youngsters, in some extended health benefits",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,"we can help literally hundreds of thousands, if not millions of families, to get off of welfare, to become independent and self-sufficient, to be taxpaying citizens, and to improve their lives, the quality of lives, their futures, and the futures of those children",Premise,DUKAKIS,that mother and her kids don't lose their health benefits when she goes to work,Premise,DUKAKIS,Support,25-09-1988
1988,25 09,"we can help literally hundreds of thousands, if not millions of families, to get off of welfare, to become independent and self-sufficient, to be taxpaying citizens, and to improve their lives, the quality of lives, their futures, and the futures of those children",Premise,DUKAKIS,"If we invest in job training, in child care for those youngsters, in some extended health benefits",Premise,DUKAKIS,Support,25-09-1988
1988,25 09,That's just one example of how you can save money and improve the quality of life at the same time.,Premise,DUKAKIS,"we can help literally hundreds of thousands, if not millions of families, to get off of welfare, to become independent and self-sufficient, to be taxpaying citizens, and to improve their lives, the quality of lives, their futures, and the futures of those children",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,that mother and her kids don't lose their health benefits when she goes to work,Premise,DUKAKIS,"If we invest in job training, in child care for those youngsters, in some extended health benefits",Premise,DUKAKIS,Support,25-09-1988
1988,25 09,I think very unwisely,Premise,DUKAKIS,"In my own state, for example, we now have that universal health care system, which the vice president opposes",Claim,DUKAKIS,Attack,25-09-1988
1988,25 09,One of the greatest barriers to opportunity for a family and for those children is the threat that they mat lose their health insurance,Premise,DUKAKIS,"In my own state, for example, we now have that universal health care system, which the vice president opposes",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,One of the greatest barriers to opportunity for a family and for those children is the threat that they mat lose their health insurance,Premise,DUKAKIS,Think about that father down there in Houston who has to tell his youngster that he can't play little league ball that he can't go out on the ball field because he's afraid he's going to get hurt.,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,"Mr. Bush says well, I don't think we ought to expect business to provide health insurance for their employees, when responsible employers, a majority of employers in this country do and are paying more for their insurance to reimburse hospitals for free care on account of people that are not insured, that have to go to that hospital",Claim,DUKAKIS,One of the greatest barriers to opportunity for a family and for those children is the threat that they mat lose their health insurance,Premise,DUKAKIS,Attack,25-09-1988
1988,25 09,it takes presidential leadership,Claim,DUKAKIS,"these are the ways that you help families, you help youngsters to live better lives, and more decent lives",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,that's the kind of presidency I want to lead,Claim,DUKAKIS,"these are the ways that you help families, you help youngsters to live better lives, and more decent lives",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,that's the kind of presidency I want to lead,Claim,DUKAKIS,it takes presidential leadership,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,that's the kind of presidency I want to lead,Claim,DUKAKIS,It takes a commitment to being involved and the leading,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,It takes a commitment to being involved and the leading,Claim,DUKAKIS,it takes presidential leadership,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,I don't know what that means,Claim,BUSH,"What troubles me is that when I talk of the voluntary sector and a thousand points of light and a thousand different ways to help on these problems, the man has just said he doesn't understand what I'm talking about",Claim,DUKAKIS,Attack,25-09-1988
1988,25 09,"What troubles me is that when I talk of the voluntary sector and a thousand points of light and a thousand different ways to help on these problems, the man has just said he doesn't understand what I'm talking about",Claim,BUSH,This is the problem I have with the big spending liberals,Claim,BUSH,Support,25-09-1988
1988,25 09,It is not down,Claim,BUSH,The fact happens to be that education spending is up by the federal government,Claim,BUSH,Attack,25-09-1988
1988,25 09,It is not down,Claim,BUSH,it is up,Claim,BUSH,Attack,25-09-1988
1988,25 09,The fact happens to be that education spending is up by the federal government,Claim,BUSH,it is up,Claim,BUSH,Support,25-09-1988
1988,25 09,The fact happens to be that education spending is up by the federal government,Claim,BUSH,the federal spending for education is up,Claim,BUSH,Support,25-09-1988
1988,25 09,The fact happens to be that education spending is up by the federal government,Premise,BUSH,The federal government spends seven percent of the total on education,Claim,BUSH,Support,25-09-1988
1988,25 09,The fact happens to be that education spending is up by the federal government,Premise,BUSH,the rest of the state governments and local governments and the thousand points of lightened I'm talking about private schools and private church schools and things of this nature--are putting up 93 percent,Claim,BUSH,Support,25-09-1988
1988,25 09,This is the problem I have with the big spending liberals,Premise,BUSH,They think the only way to do it is for the federal government to do it all,Claim,BUSH,Support,25-09-1988
1988,25 09,I want to see us do better,Claim,BUSH,I want to be the education president,Claim,BUSH,Support,25-09-1988
1988,25 09,I want to see us do better,Claim,BUSH,we are not performing as we should,Claim,BUSH,Support,25-09-1988
1988,25 09,I want to be the education president,Claim,BUSH,the federal spending for education is up,Claim,BUSH,Support,25-09-1988
1988,25 09,we are not performing as we should,Claim,BUSH,the federal spending for education is up,Claim,BUSH,Attack,25-09-1988
1988,25 09,we are not performing as we should,Claim,BUSH,We've gotten away fro values and the fundamentals,Claim,BUSH,Support,25-09-1988
1988,25 09,the federal spending for education is up,Premise,BUSH,We're putting more money per child into education,Claim,BUSH,Support,25-09-1988
1988,25 09,we can do it,Claim,BUSH,I would like to urge the school superintendents and the others around the country to stand up now and keep us moving forward on a path towards real excellence,Claim,BUSH,Support,25-09-1988
1988,25 09,"itÏ€s not going to be dedicated by some federal bureaucracy in Washington, D.C",Claim,BUSH,we can do it,Claim,BUSH,Attack,25-09-1988
1988,25 09,I think it was one of the things that Mr. Bush said about Mr. Reagan back in 1980,Premise,DUKAKIS,"some of our finest presidents, some of our strongest international leaders were governors-Franklin Roosevelt, Woodrow Wilson, Theodore Roosevelt.",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,Of course that's a charge that's always made against any governor who runs for the presidency,Premise,DUKAKIS,"some of our finest presidents, some of our strongest international leaders were governors-Franklin Roosevelt, Woodrow Wilson, Theodore Roosevelt.",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,Of course that's a charge that's always made against any governor who runs for the presidency,Claim,DUKAKIS,I think it was one of the things that Mr. Bush said about Mr. Reagan back in 1980,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,now we have a chance,Premise,BUSH,I few have experience and now how to handle it,Claim,BUSH,Support,25-09-1988
1988,25 09,now we have a chance,Claim,BUSH,These people are tough,Claim,BUSH,Support,25-09-1988
1988,25 09,now we have a chance,Claim,BUSH,we are back,Claim,BUSH,Support,25-09-1988
1988,25 09,we are back,Premise,BUSH,I few have experience and now how to handle it,Claim,BUSH,Support,25-09-1988
1988,25 09,we are back,Premise,BUSH,we have strengthened the defenses of this country,Claim,BUSH,Support,25-09-1988
1988,25 09,"As to Ferdinand Marcos, he isn't there any more",Premise,BUSH,It was under our administration that Mrs. Aquino came in,Claim,BUSH,Support,25-09-1988
1988,25 09,"As to Ferdinand Marcos, he isn't there any more",Premise,BUSH,out he goes,Claim,BUSH,Support,25-09-1988
1988,25 09,And he was down there fighting against imperialism,Premise,BUSH,"I flew a combat mission, my last one was over Manila.",Premise,BUSH,Support,25-09-1988
1988,25 09,he just lifted martial law,Premise,BUSH,And he was down there fighting against imperialism,Premise,BUSH,Support,25-09-1988
1988,25 09,all of those things happened because the Philippines do crave democracy.,Premise,BUSH,out he goes,Claim,BUSH,Support,25-09-1988
1988,25 09,all of those things happened because the Philippines do crave democracy.,Premise,BUSH,he just lifted martial law,Claim,BUSH,Support,25-09-1988
1988,25 09,all of those things happened because the Philippines do crave democracy.,Premise,BUSH,he just called for new elections,Claim,BUSH,Support,25-09-1988
1988,25 09,I can tell him some I'm against,Premise,BUSH,"I mean, there's plenty of them that I oppose",Claim,BUSH,Support,25-09-1988
1988,25 09,I can tell him some I'm against,Premise,BUSH,"A-6F,",Claim,BUSH,Support,25-09-1988
1988,25 09,I can tell him some I'm against,Premise,BUSH,DIVAD,Claim,BUSH,Support,25-09-1988
1988,25 09,I can tell him some I'm against,Premise,BUSH,Minuteman III,Claim,BUSH,Support,25-09-1988
1988,25 09,I can tell him some I'm against,Premise,BUSH,penetration systems,Claim,BUSH,Support,25-09-1988
1988,25 09,It's Christmas,Claim,DUKAKIS,I hope it isn't Christmas when you make that decision,Premise,BUSH,Attack,25-09-1988
1988,25 09,Wouldn't it be nice to be perfect?,Premise,BUSH,wouldn't it be nice to be the ice man so you never make a mistake?,Claim,BUSH,Support,25-09-1988
1988,25 09,Mr. Bush was a lot more sympathetic to the freeze than he seems to be today,Premise,DUKAKIS,he said it was not and should not be subject to partisan demagoguery because it was too important for the United States or for the world,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,Mr. Bush was a lot more sympathetic to the freeze than he seems to be today,Premise,DUKAKIS,"first let me say with respect to the freeze, that back in the spring of 1982",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,"We've got to move ahead with the strategic arms negotiation process, with the comprehensive test ban treaty and with negotiations leading to conventional force reduction in Europe with deeper cuts on the Soviet side and Senator Bentsen",Claim,DUKAKIS,those are the choices the next president of the United States is going to have to make,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,understanding of those forces of change to provide the kind of strength that we need,Premise,DUKAKIS,I think it take fresh leadership now,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,understanding of those forces of change to provide the kind of strength that we need,Premise,DUKAKIS,It's strength,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,understanding of those forces of change to provide the kind of strength that we need,Premise,DUKAKIS,it's values,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,understanding of those forces of change to provide the kind of strength that we need,Claim,DUKAKIS,I don't think it's just experience that makes the difference,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,whether or not you're in a position to provide leadership to make those forces of change work for us and not against us,Premise,DUKAKIS,It's your strength,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,whether or not you're in a position to provide leadership to make those forces of change work for us and not against us,Premise,DUKAKIS,it's your values,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,whether or not you're in a position to provide leadership to make those forces of change work for us and not against us,Premise,DUKAKIS,it's the quality of the people you pick,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,whether or not you're in a position to provide leadership to make those forces of change work for us and not against us,Premise,DUKAKIS,It's your understanding of the forces of change that are sweeping the world,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,Its not the amount of time you spend in Washington,Claim,DUKAKIS,whether or not you're in a position to provide leadership to make those forces of change work for us and not against us,Premise,DUKAKIS,Support,25-09-1988
1988,25 09,It's not the length of your resume,Claim,DUKAKIS,whether or not you're in a position to provide leadership to make those forces of change work for us and not against us,Premise,DUKAKIS,Attack,25-09-1988
1988,25 09,it didn't stop him from endorsing the sale of arms to the Ayatollah,Premise,DUKAKIS,The vice president has a long resume,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,it didn't stop him from endorsing the sale of arms to the Ayatollah,Claim,DUKAKIS,I don't believe that the fact you've got that long resume or had that experience is the real question,Claim,DUKAKIS,Attack,25-09-1988
1988,25 09,it didn't stop him from endorsing the sale of arms to the Ayatollah,Premise,DUKAKIS,we now know that he was not out of the loop,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,it didn't stop him from endorsing the sale of arms to the Ayatollah,Premise,DUKAKIS,"he was in meeting after meeting listening to Secretary Shultz and Secretary Weinberger opposing that, and yet he supported it",Claim,DUKAKIS,Support,25-09-1988
1988,25 09,His experience didn't prevent him from participating or involving or in some way being involved in the relationship between this government and Mr. Noriega and drug trafficking in Panama,Premise,DUKAKIS,The vice president has a long resume,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,His experience didn't prevent him from participating or involving or in some way being involved in the relationship between this government and Mr. Noriega and drug trafficking in Panama,Claim,DUKAKIS,I don't believe that the fact you've got that long resume or had that experience is the real question,Claim,DUKAKIS,Attack,25-09-1988
1988,25 09,He went to Philippines in the early 80Ï€s and commended Ferdinand Macros for his commitment to democracy,Premise,DUKAKIS,The vice president has a long resume,Premise,DUKAKIS,Support,25-09-1988
1988,25 09,He went to Philippines in the early 80Ï€s and commended Ferdinand Macros for his commitment to democracy,Claim,DUKAKIS,I don't believe that the fact you've got that long resume or had that experience is the real question,Premise,DUKAKIS,Attack,25-09-1988
1988,25 09,he continues to support a failed policy in Central America which is getting worse and worse,Premise,DUKAKIS,The vice president has a long resume,Claim,DUKAKIS,Support,25-09-1988
1988,25 09,he continues to support a failed policy in Central America which is getting worse and worse,Claim,DUKAKIS,I don't believe that the fact you've got that long resume or had that experience is the real question,Claim,DUKAKIS,Attack,25-09-1988
